Room_Utilization,Seat_Utilization,Include Y/N,Subject_Code,BLDG_ROOM,Subject_Course,CLASS_DESCR,building,building_code,Room,Term_Code,TERM,Catalog_Number,Section,class_duration_weekly,Duration_minutes,Division,Component_Code,Class_NBR,Day10_Enroll,WSCH_Max,Enrl_Cap,Capacity,Room_Description,ACES,AGNROther,AcademicServices,Accounting,AfricanaStudiesIns,AgriculturalResour,AlliedHealthScienc,AmericanStudies,AnimalScience,Anthropology,ArtArtHistory,BUSNOther,BiologicalSciences,BiomedicalEngineer,CenterforExcellenc,ChemicalBiomolecul,Chemistry,CivilEnvironmental,CognitiveScience,Communication,ComputerScienceEng,Computing,CurriculumInstruct,DigitalMediaDesign,DramaticArts,ENGROther,EarthSciences,EcologyEvolutionar,Economics,EducationalLeaders,EducationalPsychol,ElectricalComputer,EngineeringPhysics,English,EnvironmentalStudi,Exploratory,Finance,Geography,GlobalAffairs,History,HumanDevelopmentFa,Individualized,Interdisciplinary,Journalism,Kinesiology,LatinoLatinAmerica,Linguistics,LiteraturesCulture,Management,MarineSciences,Marketing,MaterialsScienceEn,Mathematics,MechanicalEngineer,MechanicalAerospac,MolecularCellBiolo,Music,NaturalResourcesth,No_Department,NonDegree,Nursing,NutritionalScience,OfficeofEnrichment,OperationsInformat,PathobiologyVeteri,PharmaceuticalScie,PharmacyPractice,Philosophy,Physics,PhysiologyNeurobio,PlantScienceLandsc,PoliticalScience,PolymerSciencePhD,PreBachelorofSocia,PreIndividualized,PrePharmacy,PreSportManagement,PreTeaching,PsychologicalScien,RoboticsEngineerin,SocialWork,Sociology,SpeechLanguageHear,Statistics,UConnHealthOther,UrbanCommunityStud,WomenGenderSexuali,Sum_Enrollment,Bldg_Description
71.1,,YES,CSE,ITE_134,CSE_3666,Intro to Computer Architecture,0434,ITE,134,1238,Fall 2023,3666,013L,0:50,50,UD,LAB,8978,21,,24,29,Class Laboratory,,,,,,,,,,,,,,,,,,,1,,17,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_1010,Intro Computing for Engineers,0434,ITE,134,1238,Fall 2023,1010,053L,1:50,110,LD,LAB,6177,18,,20,29,Class Laboratory,,,,,,,,,,,,,,,,1,,,,,6,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,18,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,134,1238,Fall 2023,2050,001L,1:15,75,LD,LAB,7774,19,,24,29,Class Laboratory,,,,,,,,,,,,1,,,,,,,2,,6,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,19,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_3150,C++ Essentials,0434,ITE,134,1238,Fall 2023,3150,004L,0:50,50,UD,LAB,14311,9,,23,29,Class Laboratory,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,134,1238,Fall 2023,2050,032L,1:15,75,LD,LAB,12482,8,,24,29,Class Laboratory,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,8,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_1010,Intro Computing for Engineers,0434,ITE,134,1238,Fall 2023,1010,051L,1:50,110,LD,LAB,6171,19,,20,29,Class Laboratory,,,,,,,,,,,,,,1,,,,,,,8,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,19,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_3150,C++ Essentials,0434,ITE,134,1238,Fall 2023,3150,003L,0:50,50,UD,LAB,14310,5,,22,29,Class Laboratory,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_3150,C++ Essentials,0434,ITE,134,1238,Fall 2023,3150,006L,0:50,50,UD,LAB,14313,17,,23,29,Class Laboratory,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_3150,C++ Essentials,0434,ITE,134,1238,Fall 2023,3150,008L,0:50,50,UD,LAB,14315,14,,23,29,Class Laboratory,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_3150,C++ Essentials,0434,ITE,134,1238,Fall 2023,3150,007L,0:50,50,UD,LAB,14314,5,,22,29,Class Laboratory,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_3100,Systems Programming,0434,ITE,134,1238,Fall 2023,3100,014L,1:50,110,UD,LAB,11986,20,,24,29,Class Laboratory,,,,,,,,,,,,,,,,,,,,,17,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,INFORMATION TECHNOLOGY BUILDING
71.1,,YES,CSE,ITE_134,CSE_3100,Systems Programming,0434,ITE,134,1238,Fall 2023,3100,012L,1:50,110,UD,LAB,7801,22,,25,29,Class Laboratory,,,,,,,,,,,,,,1,,,,,,,19,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,134,1238,Fall 2023,2050,022L,1:15,75,LD,LAB,10787,20,,24,29,Class Laboratory,,,,,,,,,,,,,,3,,2,,1,1,,4,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,20,INFORMATION TECHNOLOGY BUILDING
71.1,,YES,CSE,ITE_134,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,134,1238,Fall 2023,2050,002L,1:15,75,LD,LAB,7775,22,,24,29,Class Laboratory,,,,,,,,,,,,,,1,,,,,,,14,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,22,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_3150,C++ Essentials,0434,ITE,134,1238,Fall 2023,3150,005L,0:50,50,UD,LAB,14312,19,,22,29,Class Laboratory,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,INFORMATION TECHNOLOGY BUILDING
71.1,,,CSE,ITE_134,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,134,1238,Fall 2023,2050,004L,1:15,75,LD,LAB,11982,10,,24,29,Class Laboratory,,,,,,,,,,,,,,2,,,,,,,3,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,INFORMATION TECHNOLOGY BUILDING
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,001,3:00,180,LD,LAB,4623,2,,2,25,Class Laboratory,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,001L,3:00,180,LD,LAB,4550,22,,22,25,Class Laboratory,,,,,,,,,,,,1,,,,,,,,1,2,,,,,,,,2,,,,,1,,4,2,1,,1,1,,,,,,,,,,3,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,22,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,005L,3:00,180,LD,LAB,4553,22,,22,25,Class Laboratory,,,,,,1,,,,,,,,,,,,,,3,3,,,2,,,,,1,,,,,,,3,2,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1,,,,,,,,,,22,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,011L,3:00,180,LD,LAB,5743,22,,22,25,Class Laboratory,,,,1,,1,,,,,,,,,,,,,,3,1,,,,,,,,1,,,,,1,,1,3,,,,1,,,1,,,,1,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,22,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,009L,3:00,180,LD,LAB,4557,22,,22,25,Class Laboratory,,,,3,,,,,,,,1,,,,,,,,1,2,,,,,,,,2,1,,,,,,3,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,2,1,,,,,,,,,,22,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,013L,3:00,180,LD,LAB,7036,22,,22,25,Class Laboratory,,,,,,,1,,,,1,,,,,,,,,,4,,,1,,,,,,,,,,1,,7,4,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,22,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,003L,3:00,180,LD,LAB,10593,20,,22,25,Class Laboratory,,,,,,,,,,,,2,,,,,,,,2,5,,,2,,,,,3,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,20,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,007L,3:00,180,LD,LAB,4555,21,,22,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,2,4,,,,,,1,2,1,,,,,,,3,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,1,1,,,,,,,,,21,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,007,3:00,180,LD,LAB,4649,2,,2,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,003,3:00,180,LD,LAB,10871,1,,2,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,014,3:00,180,LD,LAB,6408,22,,24,25,Class Laboratory,,,,,,1,,,,,1,1,,,,,1,,,2,,,,1,,1,1,,1,,,,,,,3,1,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,22,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,009,3:00,180,LD,LAB,4651,2,,2,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,011,3:00,180,LD,LAB,5745,2,,2,25,Class Laboratory,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,013,3:00,180,LD,LAB,7037,2,,2,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,005,3:00,180,LD,LAB,4647,2,,2,25,Class Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,
,,,ERTH,BCH_137,ERTH_1050,Earth's Dynamic Environment,0038,BCH,137,1238,Fall 2023,1050,016L,3:00,180,LD,LAB,16359,20,,22,25,Class Laboratory,,1,,,,,,,,,,1,,,,,,,,,8,,,1,,,,,1,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
,,,ERTH,BCH_137,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,137,1238,Fall 2023,1052,016,3:00,180,LD,LAB,16360,2,,2,25,Class Laboratory,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,
22.2,,,NUSC,JONS_137,NUSC_3234,Food Composition & Prep Lab,0240,JONS,137,1238,Fall 2023,3234,002,,0,UD,LAB,3849,12,,16,16,Class Laboratory,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,12,JONES BUILDING
22.2,,,NUSC,JONS_137,NUSC_3234,Food Composition & Prep Lab,0240,JONS,137,1238,Fall 2023,3234,001,,0,UD,LAB,3848,7,,16,16,Class Laboratory,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,7,JONES BUILDING
22.2,,,NUSC,JONS_137,NUSC_3234,Food Composition & Prep Lab,0240,JONS,137,1238,Fall 2023,3234,005,,0,UD,LAB,6673,13,,16,16,Class Laboratory,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,13,JONES BUILDING
13.3,,,SPSS,ABL_137,SPSS_3830,Horticultural Entomology,0421A,ABL,137,1238,Fall 2023,3830,001L,2:00,120,UD,LAB,12070,11,,12,12,Class Laboratory,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,11,AG BIO-TECHNOLOGY (ABL)
64.4,,,CSE,ITE_138,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,138,1238,Fall 2023,2050,003L,1:15,75,LD,LAB,11981,14,,24,33,Class Laboratory,,,,,,,,,,,,,,1,,,1,,1,,4,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,13,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_1010,Intro Computing for Engineers,0434,ITE,138,1238,Fall 2023,1010,046L,1:50,110,LD,LAB,11972,9,,20,33,Class Laboratory,,,,,,,,,,,,,,1,,1,,3,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,138,1238,Fall 2023,2050,021L,1:15,75,LD,LAB,10786,23,,24,33,Class Laboratory,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,2,,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,23,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,005,1:50,110,UD,LAB,12548,28,,30,33,Class Laboratory,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,004,1:50,110,UD,LAB,10792,30,,30,33,Class Laboratory,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_1010,Intro Computing for Engineers,0434,ITE,138,1238,Fall 2023,1010,041L,1:50,110,LD,LAB,10781,20,,20,33,Class Laboratory,,,,,,,,,,,,,,6,,1,,1,,,4,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,20,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_1010,Intro Computing for Engineers,0434,ITE,138,1238,Fall 2023,1010,042L,1:50,110,LD,LAB,10782,20,,20,33,Class Laboratory,,,,,,,,,,,,,,1,,1,,3,,,7,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,001,1:50,110,UD,LAB,9668,29,,30,33,Class Laboratory,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,138,1238,Fall 2023,2050,012L,1:15,75,LD,LAB,7778,22,,24,33,Class Laboratory,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,2,,,3,,,,3,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,22,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_1010,Intro Computing for Engineers,0434,ITE,138,1238,Fall 2023,1010,043L,1:50,110,LD,LAB,10783,17,,20,33,Class Laboratory,,,,,,,,,,,,,,2,,1,,1,,,9,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,138,1238,Fall 2023,2050,014L,1:15,75,LD,LAB,7780,17,,24,33,Class Laboratory,,,,,,,,,,,,,,2,,,,,2,,4,,,,,,,,1,,,2,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,17,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,138,1238,Fall 2023,2050,011L,1:15,75,LD,LAB,7777,20,,24,33,Class Laboratory,,,,,,,,,,,,,,,,,,,1,,7,,,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,16,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_1010,Intro Computing for Engineers,0434,ITE,138,1238,Fall 2023,1010,044L,1:50,110,LD,LAB,10784,20,,20,33,Class Laboratory,,,,,,,,,,,,,,4,,,,,,,3,,,,,2,,,,,,1,,,1,3,,,,,,,,,,,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,002,1:50,110,UD,LAB,9669,29,,30,33,Class Laboratory,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,138,1238,Fall 2023,2050,013L,1:15,75,LD,LAB,7779,22,,24,33,Class Laboratory,,,,,,,,,,,,,,1,,,,,,,12,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,22,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,006,1:50,110,UD,LAB,14254,30,,30,33,Class Laboratory,,,,,,,,,,,,,,,,,,,1,,27,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,007,1:50,110,UD,LAB,14255,29,,30,33,Class Laboratory,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_2050,Data Struc and Obj-Orient Des,0434,ITE,138,1238,Fall 2023,2050,033L,1:15,75,LD,LAB,12483,15,,24,33,Class Laboratory,,,,,,,,,,,,,,,1,,,,,,4,,,,,1,,,,,,1,,,,3,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,15,INFORMATION TECHNOLOGY BUILDING
64.4,,YES,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,003,1:50,110,UD,LAB,8979,26,,30,33,Class Laboratory,,,,,,,,,,,,,,,,,,1,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,INFORMATION TECHNOLOGY BUILDING
64.4,,,CSE,ITE_138,CSE_3140,Cybersecurity Lab,0434,ITE,138,1238,Fall 2023,3140,008,1:50,110,UD,LAB,16526,19,,30,33,Class Laboratory,,,,,,,,,,,,,,,1,,,,,,14,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,19,INFORMATION TECHNOLOGY BUILDING
,,,ERTH,BCH_139,ERTH_1050,Earth's Dynamic Environment,0038,BCH,139,1238,Fall 2023,1050,012L,3:00,180,LD,LAB,5744,22,,22,24,Class Laboratory,,1,1,1,,,,,,,,,,,,,,,,,5,,,1,,,,,2,,,,,,,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,2,2,,,,,,,,,22,
,,,ERTH,BCH_139,ERTH_1050,Earth's Dynamic Environment,0038,BCH,139,1238,Fall 2023,1050,004L,3:00,180,LD,LAB,4552,22,,22,24,Class Laboratory,,1,,,,,,,,,,,,,,,,,,1,7,,,,,,,,1,,,,,,,4,2,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,2,,,,1,,,,,,22,
,,,ERTH,BCH_139,ERTH_1050,Earth's Dynamic Environment,0038,BCH,139,1238,Fall 2023,1050,015L,3:00,180,LD,LAB,16357,22,,22,24,Class Laboratory,,,,1,,,,,,1,,,,,,,,,,1,9,,,,,,,,,,,,,,,2,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,22,
,,,ERTH,BCH_139,ERTH_1050,Earth's Dynamic Environment,0038,BCH,139,1238,Fall 2023,1050,002L,3:00,180,LD,LAB,4551,22,,22,24,Class Laboratory,,,,1,,,,,,,,3,,,,,,,,1,3,,1,,,,1,,1,,,,,,,3,,,,,,,,,,,,,2,,,,,1,,,,3,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,22,
,,,ERTH,BCH_139,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,139,1238,Fall 2023,1052,002,3:00,180,LD,LAB,4645,2,,2,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,ERTH,BCH_139,ERTH_1052,Earth's Dyn Environment (Lab),0038,BCH,139,1238,Fall 2023,1052,008,3:00,180,LD,LAB,4650,2,,2,24,Class Laboratory,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,
,,,ERTH,BCH_139,ERTH_1050,Earth's Dynamic Environment,0038,BCH,139,1238,Fall 2023,1050,010L,3:00,180,LD,LAB,4558,22,,22,24,Class Laboratory,,,,,,,,,,,1,,,,,,,,,4,3,,,2,,,,,1,,,,,1,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,3,1,,,,,,,,,22,
,,,ERTH,BCH_139,ERTH_1050,Earth's Dynamic Environment,0038,BCH,139,1238,Fall 2023,1050,008L,3:00,180,LD,LAB,4556,22,,22,24,Class Laboratory,,,,,,,,,,,,1,,,,,,,,2,1,,,,,,,,1,,,,,,1,1,3,1,,1,,,,1,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,22,
